task_id,subtask_id,declared_app_count,input_types,output_types,inferred_apps,inferred_operations,evaluator_types,inferred_chain,conservative_coverage,coverage_gaps,task_file_sha256
3-78,0,3,.jpg,.eml,email|ocr,email.send_email|ocr.recognize_file,evaluate_contain,ocr -> email,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.jpg|write:.eml,d4bbba40e905fb5e898a7ef528453c6c0d34dd384299a4b85ae43a6dec39df71
3-79,0,3,.jpg,.ics,calendar|ocr,calendar.create_event|ocr.recognize_file,evaluate_contain,ocr -> calendar,unsupported,operation:calendar.create_event|operation:ocr.recognize_file|read:.jpg|write:.ics,4036746202e9da88f5cb47b36571450d42779723e1eea01e02633643d255e577
3-8,0,3,.xlsx,.docx|.xlsx,excel|word,excel.create_or_update_file|excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_excel_cell_value|evaluate_file_exist|evaluate_file_exist,excel -> excel+word,partial,operation:excel.create_or_update_file|operation:excel.read_file|read:.xlsx|write:.xlsx,8b14b9abda589f00524573aca299cc06d98c9a097a0b98c941ad525321f3b079
3-8,1,3,.xlsx,.pdf|.xlsx,excel|pdf,excel.convert_to_pdf|excel.create_or_update_file|excel.read_file,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,excel -> excel+pdf,unsupported,operation:excel.convert_to_pdf|operation:excel.create_or_update_file|operation:excel.read_file|read:.xlsx|write:.pdf|write:.xlsx,86b82b4383d64c889258f635955072c292cf68ec9ae0e1eeb91fae996ce51055
3-8,2,3,.xlsx,.docx|.xlsx,excel|word,excel.create_or_update_file|excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_file_exist,excel -> excel+word,partial,operation:excel.create_or_update_file|operation:excel.read_file|read:.xlsx|write:.xlsx,769de9b555bc9fbdaa49c32c3d338bdf37770980fbf8d55ce36709d0a48ae09c
3-8,3,3,.xlsx,.docx|.txt,excel|word,excel.read_file|shell.command|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> text+word,partial,operation:excel.read_file|read:.xlsx|write:.txt,1e288d082b6c019dfcc752950659f56e273fa4a509d3e05f3a284933748c1e81
3-8,4,3,.xlsx,.docx|.txt,excel|word,excel.read_file|shell.command|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> text+word,partial,operation:excel.read_file|read:.xlsx|write:.txt,ef9888c110c68c6726ebdd41fdd75466f7fc3342bc9a8b7d7d7f78d88f52a48f
3-8,5,3,.xlsx,.docx|.pdf,excel|pdf|word,excel.convert_to_pdf|excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_contain|evaluate_file_exist|evaluate_file_exist,excel -> pdf+word,partial,operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.pdf,3b80e0025fd380e76f1bea0fb235a9734d6257710c3bd64a7b8594cf21133da5
3-8,6,3,.xlsx,.eml,email|excel,email.send_email|excel.read_file,evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_contain|evaluate_not_contain|evaluate_not_contain|evaluate_not_contain,excel -> email,unsupported,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,c685feecc838565426e650ccc5faf983b6d68cad8bc6e782cdb3b22e60726002
3-8,7,3,.xlsx,.docx,excel|word,excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,59efb96d3623ec4fb60adf5a6e1551ef5adbe85ccc99081f8cfed473840016b9
3-80,0,3,.jpg,.jpg,ocr|pdf|shell,ocr.recognize_file|pdf.convert_to_image|shell.command,evaluate_file_exist,ocr -> ocr,unsupported,operation:ocr.recognize_file|operation:pdf.convert_to_image|read:.jpg|write:.jpg,63d55e13cd429f37b870c9156edfaba0ab280c67ba5742abc2457857b0155ac0
3-81,0,3,.jpg,.eml,email|ocr,email.send_email|ocr.recognize_file,evaluate_contain,ocr -> email,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.jpg|write:.eml,9ae5c9ba03fb31c11be96baa15da0530f38c4e9eb90774c6396a2a4d8f5f6882
3-82,0,3,.xlsx,.docx|.xlsx,excel|word,excel.create_or_update_file|excel.read_file|word.create_or_update_file,evaluate_contain|evaluate_file_exist|evaluate_not_contain,excel -> excel+word,partial,operation:excel.create_or_update_file|operation:excel.read_file|read:.xlsx|write:.xlsx,325191132a88ef5df65de418dfb49648fe03c8dcd9a63350bded648e89551d5b
3-83,0,3,.xlsx,.pdf,excel|pdf,excel.convert_to_pdf|excel.read_file,evaluate_contain|evaluate_file_exist|evaluate_not_contain,excel -> pdf,unsupported,operation:excel.convert_to_pdf|operation:excel.read_file|read:.xlsx|write:.pdf,7471a94a406550e12339811ec90c2ce7288d931006078a0f6eefe119f4a18136
3-84,0,3,.xlsx,.docx,excel|llm|word,excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_file_exist,excel -> word,partial,operation:excel.read_file|read:.xlsx,dae1abb94b4c3314edbcd4abcab155566c62e06082e6e907a413f3c101c155f9
3-85,0,3,.xlsx,.jpg,excel|llm|pdf,excel.read_file|llm.complete_text|pdf.convert_to_image,evaluate_file_exist,excel -> ocr,unsupported,operation:excel.read_file|operation:pdf.convert_to_image|read:.xlsx|write:.jpg,326d9401bee346fd3bab07372116d5b3eaee5e3ebe9c85f835a4feae56b81fb2
3-86,0,3,.png,.docx|.pdf,ocr|pdf|word,ocr.recognize_file|pdf.create_or_transform|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,ocr -> pdf+word,partial,operation:ocr.recognize_file|operation:pdf.create_or_transform|read:.png|write:.pdf,8f0bce0507cff18ad01ef3fe36c67ad28ec20412a0c97d051858e4d964ef9bcc
3-87,0,3,.png,.eml,email|ocr,email.send_email|ocr.recognize_file,evaluate_contain,ocr -> email,unsupported,operation:email.send_email|operation:ocr.recognize_file|read:.png|write:.eml,55d4d6b034d95e6cf951921ce5f8516aef8b81cc0169fc5540d26868c9b394c1
3-88,0,3,.pdf,.jpg,llm|pdf,llm.complete_text|pdf.convert_to_image|pdf.read_file,evaluate_file_exist,pdf -> ocr,partial,operation:pdf.convert_to_image|write:.jpg,df1e19eb256764d3f00f3da6aec57863f51b2570f03cbecd4de9dfe704211ad4
3-89,0,3,.pdf,.txt,llm|pdf|shell,llm.complete_text|pdf.read_file|shell.command,evaluate_file_exist,pdf -> text,partial,write:.txt,27e9e3da22783f770da9fc15ed1f200c26fedf07aad0d4a461cdbdbcf690ab32
3-9,0,3,.xlsx,.jpg,excel|pdf,excel.read_file|pdf.convert_to_image,evaluate_file_exist,excel -> ocr,unsupported,operation:excel.read_file|operation:pdf.convert_to_image|read:.xlsx|write:.jpg,ffab2ee31e871a507d80e0e9880ab83835d38d0636a3e1af3664328cd245b433
3-9,1,3,.xlsx,.jpg,excel|pdf,excel.read_file|pdf.convert_to_image,evaluate_file_exist,excel -> ocr,unsupported,operation:excel.read_file|operation:pdf.convert_to_image|read:.xlsx|write:.jpg,bed99c42152e7fafb0a086462f8fdeb72510063ef9f7da2fe5fa01c705956a7c
3-90,0,3,.ics,.pdf,calendar|pdf,calendar.list_events|pdf.create_or_transform,evaluate_contain|evaluate_file_exist,calendar -> pdf,unsupported,operation:calendar.list_events|operation:pdf.create_or_transform|read:.ics|write:.pdf,2a5516bb7e9d95a6afcd1b4fd4b4b464e57ab8c1f7a606eebbab4af5db432e34
3-91,0,3,.ics,.docx,calendar|word,calendar.list_events|word.create_or_update_file,evaluate_contain|evaluate_file_exist,calendar -> word,partial,operation:calendar.list_events|read:.ics,9a0e59980b30c800355edb0a51bffb6e50569ea5267f5fe13db51c4677184c17
3-92,0,3,.pdf,.eml|.jpg,email|pdf,email.send_email|pdf.convert_to_image|pdf.read_file,evaluate_contain|evaluate_contain|evaluate_file_exist,pdf -> email+ocr,partial,operation:email.send_email|operation:pdf.convert_to_image|write:.eml|write:.jpg,fa2c18fa641ae7a4b3d7308e438ad3240a7c0595cfb11c75f22f80df0aff2dc2
3-93,0,3,.ics,.eml|.ics|.pdf,calendar|email|pdf,calendar.create_event|calendar.list_events|email.send_email|pdf.create_or_transform,evaluate_contain|evaluate_contain|evaluate_file_exist,calendar -> calendar+email+pdf,unsupported,operation:calendar.create_event|operation:calendar.list_events|operation:email.send_email|operation:pdf.create_or_transform|read:.ics|write:.eml|write:.ics|write:.pdf,b9616705a3fe05cb3d60d08a2a3fa6a7d643066632b8a858db3bbc5037523bab
3-94,0,3,.ics,.eml|.jpg,calendar|email|pdf,calendar.list_events|email.send_email|pdf.convert_to_image,evaluate_contain|evaluate_contain|evaluate_file_exist,calendar -> email+ocr,unsupported,operation:calendar.list_events|operation:email.send_email|operation:pdf.convert_to_image|read:.ics|write:.eml|write:.jpg,8cde0105ec18b2004f5423cfee100384d5c090b25214a8e2e1cbf40f829d4d27
3-95,0,3,.eml,.pdf|.xlsx,email|excel|llm|pdf,email.read_email|excel.create_or_update_file|llm.complete_text|pdf.create_or_transform,evaluate_contain|evaluate_file_exist|evaluate_file_exist,email -> excel+pdf,unsupported,operation:email.read_email|operation:excel.create_or_update_file|operation:pdf.create_or_transform|read:.eml|write:.pdf|write:.xlsx,71e4dbe04b3dbb6e227cdd6c52ff8799bad4ac52870e3ca8669923eee2c13389
3-96,0,3,.xlsx,.docx|.eml,email|excel|llm|word,email.send_email|excel.read_file|llm.complete_text|word.create_or_update_file,evaluate_contain|evaluate_file_exist|evaluate_file_exist,excel -> email+word,partial,operation:email.send_email|operation:excel.read_file|read:.xlsx|write:.eml,22ee7c473c208c0d3fff96ee06ba1aef936456b729a359d3394c4011628d56d9
3-97,0,3,.ics,.pdf|.xlsx,calendar|excel|pdf,calendar.list_events|excel.create_or_update_file|pdf.create_or_transform,evaluate_contain|evaluate_file_exist|evaluate_file_exist,calendar -> excel+pdf,unsupported,operation:calendar.list_events|operation:excel.create_or_update_file|operation:pdf.create_or_transform|read:.ics|write:.pdf|write:.xlsx,30eaf84ebc89fd6fee1e601a1e633a3b207c2f749dde8040f836bb8cc99ef746
3-98,0,3,.eml,.xlsx,email|excel|shell,email.read_email|excel.create_or_update_file|shell.command,evaluate_excel_cell_value|evaluate_file_exist,email -> excel,unsupported,operation:email.read_email|operation:excel.create_or_update_file|read:.eml|write:.xlsx,59a679704ceb974a3c44d423456c6ce1843599114c753b4de68736c6709f2aaa
3-99,0,3,.xlsx,.docx|.xlsx,excel|word,excel.create_or_update_file|excel.read_file|word.create_or_update_file,evaluate_file_exist|evaluate_file_exist,excel -> excel+word,partial,operation:excel.create_or_update_file|operation:excel.read_file|read:.xlsx|write:.xlsx,922381c4e5919031f89acf622607412538f6b3a6b7134d7066e7c5decdf34588
